"kappa","OmegaGW"
0.023442288153199226,"Missing[""Fail""]"
0.023988329190194897,"Missing[""Fail""]"
0.02454708915685031,"Missing[""Fail""]"
0.025118864315095794,"Missing[""Fail""]"
0.025703957827688646,"Missing[""Fail""]"
0.026302679918953815,"Missing[""Fail""]"
0.026915348039269166,"Missing[""Fail""]"
0.02754228703338166,"Missing[""Fail""]"
0.02818382931264455,"Missing[""Fail""]"
0.028840315031266057,"Missing[""Fail""]"
0.02951209226666387,"Missing[""Fail""]"
0.03019951720402016,"Missing[""Fail""]"
0.03090295432513592,"Missing[""Fail""]"
0.03162277660168379,"Missing[""Fail""]"
0.03235936569296284,"Missing[""Fail""]"
0.03311311214825911,"Missing[""Fail""]"
0.03388441561392028,"Missing[""Fail""]"
0.034673685045253165,"Missing[""Fail""]"
0.035481338923357565,"Missing[""Fail""]"
0.03630780547701014,"Missing[""Fail""]"
0.037153522909717275,"Missing[""Fail""]"
0.038018939632056124,"Missing[""Fail""]"
0.03890451449942805,"Missing[""Fail""]"
0.039810717055349734,"Missing[""Fail""]"
0.04073802778041126,"Missing[""Fail""]"
0.04168693834703355,"Missing[""Fail""]"
0.04265795188015926,"Missing[""Fail""]"
0.04365158322401661,"Missing[""Fail""]"
0.0446683592150963,"Missing[""Fail""]"
0.04570881896148752,0.2031553510033793
0.046773514128719815,"Missing[""Fail""]"
0.04786300923226385,"Missing[""Fail""]"
0.04897788193684462,"Missing[""Fail""]"
0.05011872336272725,"Missing[""Fail""]"
0.05128613839913648,"Missing[""Fail""]"
0.052480746024977286,"Missing[""Fail""]"
0.05370317963702527,"Missing[""Fail""]"
0.05495408738576248,"Missing[""Fail""]"
0.05623413251903491,"Missing[""Fail""]"
0.05754399373371572,"Missing[""Fail""]"
0.0588843655355589,"Missing[""Fail""]"
0.06025595860743581,"Missing[""Fail""]"
0.06165950018614822,"Missing[""Fail""]"
0.06309573444801936,"Missing[""Fail""]"
0.06456542290346556,"Missing[""Fail""]"
0.06606934480075964,"Missing[""Fail""]"
0.06760829753919818,"Missing[""Fail""]"
0.06918309709189363,"Missing[""Fail""]"
0.0707945784384138,"Missing[""Fail""]"
0.07244359600749899,"Missing[""Fail""]"
0.07413102413009177,"Missing[""Fail""]"
0.07585775750291836,"Missing[""Fail""]"
